,sentence,label
1525,We bill businesses on a per user basis,1
9708,"Nah, I'm a perpetual DD",0
778,"Once completed, this enables them to then evaluate and ideally increase the value of  the greenlighting of a subsequent larger round to fund the further launch of their product and operations",1
9118,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",0
7741,Do well :)all will for little time. Thing of good times ahead:,0
8,Remember them? For me personally it has also been a nice change from having to see your own face on a screen during a stilted Zoom conversation,1
12034,How many times i told in the stage all use to laugh. You not listen aha.,0
2749,A lot more people have got dogs during lockdown but a lot of people are going back to the office,1
7170,"Sir, I need AXIS BANK account no and bank address.",0
2772,My biggest fundraising mistake was…,1
978,"Angel investors are people not ATMs, understand them and make them feel confident and safe with you by treating them how you would like to be",1
4940,"In fact, most of us even work on weekends!",1
2358,"I already knew we were fixing a big problem but when investors tell me that we could be creating a unicorn business here in the UK, during a global pandemic, I feel incredibly inspired to push the business even harder and solve problems",1
230,"Fundraising, Investment",1
9080,Where is it. Is there any opening for mca.,0
3376,"In our case, we raised a friends and family round in the beginning of 2018 which allowed us to launch our first MVP in November 2018 and work towards finding the right product market fit",1
3482,How did you get your first customer?,1
1579,"Fed up of spending so much time planning weekend breaks, he decided to create the world’s first travel subscription service to make booking short trips easy",1
8317,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",0
12264,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
4297,A shift that is important to be aware of and understand whether you are a founder or investor,1
11459,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0
6304,"As an industry, it’s time to close this gap",1
96,And with that opportunity we solve real global socio-economic problems and make a difference in people’s lives,1
10835,Then Ì_ come n pick me at 530 ar?,0
8752,Give one miss from that number please,0
1133,That is the fundamental principle of One Year No Beer,1
2933,"In a little over four years, we’ve created and grown an online business that has attracted customers from across the globe",1
5780,"She then joined Angel Investment Network (having previously raised money through them) to launch and grow SeedTribe, a spinoff platform focused on impact entrepreneurship.",1
3561,We had the idea of creating a portal to streamline the whole process for entrepreneurs and investors,1
4522,"Questions that quickly provide and demonstrate some PROOF that the founder’s journey might currently have relevancy, currency and influence over their market sector",1
4999,It’s actually been really nice to not be on an aeroplane every couple weeks and spend some much needed time to focus on new ideas and projects we’ve been wanting to do,1
5288,"Angel Investment Network provide a clear way to signal company type to a list of investors, ensuring that angels can search for early stage companies where they can significantly influence growth.",1
10828,"Sure, I'll see if I can come by in a bit",0
12357,Ok,0
210,We had proven a number of unknowns and required investment to accelerate our growth,1
7598,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0
8220,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0
8427,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0
10370,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0
2436,I have always been interested optics and lasers,1
2609,"At the very least, any startup should have a set of documentation to allow someone else to pick up the project if the key people became incapacitated.",1
10861,"Customer place, i wil cal u sir.",0
7572,Can you open the door?,0
1785,"They are focused on a specific exchange, which is typically the provision of a product for money.’",1
10478,Be sure to check your yahoo email. We sent photos yesterday,0
7304,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0
2555,This often creates an asymmetry and many ensuing systemic problems in the ongoing dynamics between founder and investor,1
309,"In the year of the pandemic, medical & science climbed two places with a surge in investors backing entrepreneurs focused on improving health outcomes",1
6481,We want to bring our experience and network to bear so that we have an active role in helping the company grow and succeed.,1
7937,K:)k.are you in college?,0
5629,Word of mouth through social media,1
6611,Lasting global impact will then be realised provided there is a sufficient collective effort across different regions.,1
3385,I believe what really helped us was getting the right launch strategy in place and the first 400 users within our first month,1
3585,Each month ClearWaste submits thousands of reports to local communities,1
2292,We’re mindful that it remains a challenging time for many.,1
10919,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,0
5569,"The site is powered by Angel Investment Network – the world’s largest online angel investment platform, with a global network of more than 1 million entrepreneurs and 200,000 investors.",1
456,Make childcare work when nurseries and schools were closed.,1
5858,"We want to be the glue that brings the best, most talented, driven, passionate people together to be the change we all need to see in the world",1
11339,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0
12319,Kothi print out marandratha.,0
873,That is our driving force.,1
7390,Huh so late... Fr dinner?,0
6130,"British Business Bank Analysis, SME Finance Monitor",1
10041,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0
247,You just need to decide whether to move on.’,1
1985," However, support doesn’t just include fundraising",1
9216,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0
8043,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,0
8668,"Yes..but they said its IT.,",0
11961,Yup ok...,0
10876,"Sorry sir, i will call you tomorrow.  senthil.hsbc",0
1608,"Not starting the business sooner, although I believe that timing is everything and now is the perfect time for BRB to disrupt the industry.",1
4816,What we look for when recruiting:,1
819,"Dan Simmons, Propelia CEO, shares his view of taking a different perspective for early stage fundraising:",1
11304,Yo come over carlos will be here soon,0
4327,The increasing awareness around Founder wellbeing and how applying the lens and pressure of Product Market Fit too early can have adverse effects on mental health,1
4029,The impact of the pandemic,1
1991,BEHIND THE RAISE WITH PSYT,1
9594,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0
12404,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0
7082,Ok i am on the way to home hi hi,0
412,"It took a few days of research, design, and fabrication to produce the item that I now consider to be my proof-of-concept prototype, and I used it successfully for months",1
4024,"The new suite of tools as well as services, using information and communication technologies (ICTs) to improve prevention, diagnosis, treatment, monitoring and management of health, both physical and mental and lifestyle.",1
7029,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0
2505,What’s in-store for Google’s finest at the Xoogler Demo Day?,1
7536,"Probably gonna be here for a while, see you later tonight &lt;)",0
7183,"He will, you guys close?",0
12537,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,0
206,"The power bank market is estimated to be worth $27bn by 2024 and we want to change this industry to be cleaner, circular & greener",1
4694,Why did you choose to use Angel Investment Network?,1
4583,"Matches are based on location and availability, and it’s all about getting to know each other really well before sharing the dog.",1
7341,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,0
2847,clinical trial results.,1
4090,"Founded in March, aisle 3 gives shoppers the complete view of all of their buying options so that they can make purchase decisions based on their personal values such as price, delivery, locality, sustainability or brand loyalty",1
7457,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0
11939,ÌÏ go home liao? Ask dad to pick me up at 6...,0
9492,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0
6468,"Evidence suggests that investors who spend longer on DD get higher returns (UKBAA research has shown that at least 20 hours due diligence has a positive impact on the likelihood of a multiple investment return (Siding with Angels; Robert Wiltbank, Nesta-UKBAA)).",1
9901,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",0
7353,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0
3699,People are very used to traditional learning so it’s been a big point to overcome.,1
5812,Don’t… invest in only one company,1
5464,Mr Johnson runs the most unpopular new government on record; Mr Corbyn is the most unpopular leader of the opposition,1
9202,"(And my man carlos is definitely coming by mu tonight, no excuses)",0
6372,"This oft-quoted and amusing aphorism attributed to the Dalai Lama captures the spirit of bloody-mindedness (literally) that can drive anyone, irrespective of category, to their desired destination.",1
6947,"Olivia founded the FoodTech, sharing economy, start-up Grub Club in 2012",1
225,SeedLegals helped us out on this and now we have very good documents with articles that align to our B-Corp status,1
6494,Your DD should cover six main areas (I have written a downloadable checklist for each):,1
2723,"Entrepreneurs, Future Trends, Portfolio Career",1
7334,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0
6821,Beyond just meeting investors,1
472,We’re mindful that it remains a challenging time for many.,1
8557,Wat r u doing?,0
2771,We also have an engaged community who are happy to recommend us,1
10023,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0
12107,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0
1919,Networking is perhaps the most important part of any future-facing business or campaign,1
8252,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0
3533,"She continued: “Our community is dedicated to finding solutions to the world’s most intractable problems, helping impact-driven entrepreneurs  meet the people and institutions who can teach, support and fund their ventures",1
2333,What really motivated me was the outreach of support when I was openly discussing my personal challenge (no job) and the ambition I had to create a company that could impact every Shopper on the planet (aisle 3).,1
10067,Boy you best get yo ass out here quick,0
1282,Maybe being a bit too conscientious and trademarking our name quite early on in the overall process to then re-brand and change our name! ,1
11669,"I didnt get ur full msg..sometext is missing, send it again",0
6551,The data from Angel Investment Network‘s 1 million users reflect this growth in interest,1
11531,Ok both our days. So what are you making for dinner tonite? Am I invited?,0
8189,In that case I guess I'll see you at campus lodge,0
9060,I did. One slice and one breadstick. Lol,0
9585,I will be outside office take all from there,0
3204,"For more tips on dealing with the impacts of coronavirus, visit our Startup Survival Guide.",1
37,His view was that there was a lot of inefficiency in the early stages of fundraising and it was really important for startup founders to be matched with the right investors as ‘co-pilots’,1
10506,Two fundamentals of cool life: \Walk,0
9792,Not from this campus. Are you in the library?,0
12121,"Oops I did have it,  &lt;#&gt; ?",0
5918,Here’s a few of the press publications that leapt upon this story (enjoy the headlines):,1
7482,Watching tv lor...,0
5932,We now have over 1 million users globally,1
260,"Now an Investor, Julian is often shocked by how bullish founders are before remembering that he too was like that",1
9791,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",0
11376,How much is torch in 9ja.,0
5477,"Labour, if elected, hope to negotiate a new Brexit deal within 3 months, prioritising protecting workers rights, a UK Customs Union and an alignment with the single market – then putting the deal to a second referendum",1
5685,"I look forward to continuing this work supporting female founders, as well as entrepreneurs running inspiring businesses that are able to align profit and purpose in order to address some of the world’s most pressing social and environmental challenges.”",1
11610,Wat time Ì_ finish?,0
1610,We wanted to tap into an existing network of investors to support our fundraising efforts.,1
8689,Bring tat cd don forget,0
165," However, support doesn’t just include fundraising",1
1606,We’re grown 350% this year alone,1
10476,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0
5715,We’ve been helping startups raise money around the world since 2004,1
3573,"Food supply challenges are well documented – Covid-19 has seen empty supermarket shelves and highlighted the need for secure supply chains, awareness of the damage of pesticides and GMO crops is growing, and extreme weather events are making food production more unreliable",1
10404,"Jus chillaxin, what up",0
4949,I think the real challenge will be to ensure that those who need it most receive such funding easily and quickly,1
8253,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,0
2073,One of the challenges for founders is acknowledging there’s a limitation of what they can do,1
5959,"As a final point, I should mention the property investment category which performed strongly on the site for the third year running",1
1463,When do you need investment?,1
7003,U dun say so early hor... U c already then say...,0
4699,"angel investment, behindtheraise, Coworking, Events, fundraising",1
4913,This has created a massive requirement for more eCommerce businesses to spring up to fulfil this demand,1
4713,"We haven’t yet, already we have many friends and family who take regular medicines lined up to try the app",1
10985,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0
3439,‘Robotics’ climbed six places year on year to now be the fourth most requested search term,1
10394,Then i buy.,0
11620,"Received, understood n acted upon!",0
5390,The Top 10 Sectors for Pitches:,1
501,"The shift to remote working has made it much easier for us to find talent to join the team from across the world, however this has impacted us in other ways that we didn’t consider in the midst of our own personal bubble of a global pandemic",1
2683,"A portfolio career involves monetising your skills in many ways and having multiple income sources, rather than a single job at one company.",1
9067,Who's there say hi to our drugdealer,0
4548,All portfolio professionals are entrepreneurs,1
9678,Was playng 9 doors game and gt racing on phone lol,0
9857,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,0
11210,Oi when you gonna ring,0
129,"Secondly the bulk of domestic responsibilities (including childcare) tend to fall on women, simply meaning there has been less time and ability for many to focus on the all consuming life of launching a business",1
10491,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0
12342,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",0
152,"Key to this was really researching each investor, including their background and interests",1
10249,"Babe, I need your advice",0
4201,Diabetes is  the obvious example,1
7344,My sister cleared two round in birla soft yesterday.,0
3654,According to AIN co-founder Mike Lebus: “It has been an extraordinary year with so many lives and businesses impacted by the virus,1
2462,What are your top tips for anyone raising investment for the first time?,1
3662,Top 10 Sectors for Pitches:,1
2835,"Our Chief Scientific Officer Nasir (a Co-Founder) used to work for the UK’s medicines regulator (the Department of Health) and noticed a big gap in the market for timely medicines information, e.g",1
1555,"A startup usually means a company that is built to grow fast, and fast growing startups usually need to burn cash to sustain their growth prior to reaching profitability",1
9028,Kallis is ready for bat in 2nd innings,0
7489,I think i've fixed it can you send a test message?,0
6788,The industry is becoming more and more challenging,1
6101,Draw up a business plan to clearly outline your strategy for growth and how you will use the required funding,1
7792,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,0
5700,"This is a great sign of things to come, as confidence builds within the country that top startups can be started and scaled on home soil",1
7969,"It wont b until 2.15 as trying 2 sort house out, is that ok?",0
9555,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",0
8845,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0
5771,This creates the impression of progress and always helps to prove the competence of you and your team.,1
3084,"This week we spoke to Sara, Co-founder of On Good Authority – a premium outdoor lifestyle brand with sustainability at its heart",1
2449,"We have a great team with a huge amount of medical and engineering knowledge, experience and brain power",1
4555,"As an angel investor you often need startups who need help, and have the time and skills to offer it.",1
6340,Read ‘The Rise of the Female Investor’ interview here,1
368,"We have witnessed a new regime take office in the White House rejoining the Paris climate agreement, committed to net zero emissions",1
11182,"Sorry, I'll call later in meeting",0
2829,"Rav Roberts, CEO, Pharma Sentinel",1
6757,WHAT DOES “IMPACT” MEAN TO YOU AS A PROFIT-DRIVEN COMPANY?,1
4848,Olivia continues: “Real fears around food security have been thrust into the spotlight during this crisis and companies helping to secure our food supply will become pivotal players,1
4512,It’s here where introducing a new horizon around the concept of the ‘Almost Now’ can prove to be very useful in breaking this deadlock,1
4108,See How to close your funding round before the end of 2020 if you missed it or need a reminder…,1
10967,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0
1587,I did a lot of travelling in my 20s and early 30s and a few years back I realised that I was spending more and more time researching and booking my weekend breaks,1
11449,"Awesome, be there in a minute",0
10788,Are you sure you don't mean \get here,0
1087,"Our mission is to help people change their relationship with alcohol which leads on to most of them, fundamentally transforming their lives.",1
11191,&lt;#&gt;  w jetton ave if you forgot,0
8596,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,0
579,You’ve found your first investor…,1
8857,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0
10884,Like a personal sized or what,0
11170,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,0
11342,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0
7020,Is that seriously how you spell his name?,0
11666,I send the print  outs da.,0
2852,"pharmaceuticals, insurance, financial analysts even companies like Unilever and Chanel (who will be interested in the skin condition data insight we’ve collected)",1
4778,What does your company do?,1
12195,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0
8678,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
6385,So what? They will keep investing and funding visionary businesses and the merry parade will go on,1
6001,"This first version of the report digs into the trends in the UK based on the data from more than 100,000 businesses and 30,000 investors.",1
4261,"Jenny Collins brings her passion & experience for bringing together smart, impactful R&D teams, across Google – to optimize the European start-up eco-system, and in particular connect Xoogler (“ex-Googler”) entrepreneurs with angel & capital investment.",1
6376,This (slightly) unjustified stereotyping is not to undermine the important role those traditional types of investor have played in driving innovation.,1
8441,Ya:)going for restaurant..,0
363,"In the teeth of the first lockdown on the Angel Investment Network platform we saw renewables become the 11th most popular keyword for searches, a rise of 34 places compared to 2018",1
662,"In addition, the team are great to work with and we trusted that they could help us succeed, and they did.",1
1657,"When I ran my own B2B payment business, which I sold in June 2019, many of our customers spoke about instances of invoice fraud",1
1717,"impact, investment, seeedtribe, Startups",1
5440,"HealthTech startup PinPoint Data Science has successfully raised over £1m, supported by Angel Investment Network (AIN).",1
6770,"These can be in the form of filmmakers, sales agents who represent films or distributors",1
6993,Investors whose network would never have overlapped with yours.,1
5579,From a vision of opening up the closed world of angel investment to an expanding global network of a million users,1
10395,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,0
5521,"With exciting times ahead, the company’s future is looking undeniably bright",1
9125,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0
1945,The lack of funding opportunities and visible role models makes the ideas more likely to remain in heads,1
11151,What's nannys address?,0
8442,"Its ok., i just askd did u knw tht no?",0
10082,K..k:)how about your training process?,0
2043,My biggest fundraising mistake was…,1
3688,A new climate for innovation,1
5111,There are so many startups who just do not have the time to get involved in the engagement as they are busy building their startup.,1
8579,"Why is that, princess? I bet the brothas are all chasing you!",0
10804,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0
9170,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,0
12037,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0
2201,At SeedTribe we use the UN Sustainability Goals (SDGs) as the basis for our framework for the companies we back and for how entrepreneurs can benchmark their progress,1
7836,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,0
8812,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",0
41,"For Ruari Fairbairns from One Year, No Beer, building a strong tribe and community was vital for the development of his app of alcohol-free evangelists and the direction of travel for the business",1
2842,We knew we were onto something when?,1
10002,I will see in half an hour,0
8496,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0
11330,Nope i'll come online now..,0
5944,"London has developed a well-deserved reputation as a Fintech hub over the past couple of years, thanks, in part, to the growth of companies like Monzo, Starling Bank, Revolut, and payment-linked-loyalty provider, Bink.",1
5789,The raise is one of the largest for a food business in AIN’s 14-year history,1
10368,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
11131,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0
3726,"Time pressed adult learners are now able to get the same learning, sometimes even better learning, than available to them in traditional face to face institutions",1
12289,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0
10217,Don know:)this week i'm going to tirunelvai da.,0
1533,We knew we were onto something when:,1
1433,"The Coronavirus has already had a huge impact, and no doubt is affecting the way that you go about your day to day life.",1
11753,Ok lor... Or u wan me go look 4 u?,0
1899,"At the start you think it a temporary, short-term demand, but when you see the continual interest, it feels like you’ve unlocked something completely new.",1
4162,In the latest Startup Microdose podcast AIN’s Global Head of Brokerage Edward Stephens chats to Silicon Roundabout’s Head of Community Mustafa Shreet,1
10284,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0
2377,Making the most of the Christmas rush…,1
264,"Fundraising, Investment",1
5197,It was a lively debate and discussion as we all had different experiences that we could bring to light,1
1682,When are you ready to raise a Seed round? ,1
5663,"Despite ongoing uncertainty around Brexit and a global slowdown, AIN’s results reveal the buoyant startup culture both in the UK and internationally and the popularity for this method of financing",1
9688,Yes I know the cheesy songs from frosty the snowman :),0
10890,No problem. We will be spending a lot of quality time together...,0
8597,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,0
3906,"When people have a problem that needs solving, that is often when there is an opportunity for a new business to emerge",1
4871,"that you fit your vehicles with telematics  to help plan more efficient journeys, not to criticize anyone for taking breaks, or that you have time-tracking so clients can be billed properly, not so slow workers can be chastised)",1
949,What has been good for acquisition?,1
9225,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0
7214,Sounds great! Are you home now?,0
3375,"A startup usually means a company that is built to grow fast, and fast growing startups usually need to burn cash to sustain their growth prior to reaching profitability",1
4239,Angel Investment Network reports impressive annual growth,1
8017,Shall i send that exe to your mail id.,0
4114,But all is not lost – agile fundraising enables you to raise investment quickly and flexibly in situations just like this.,1
147,You will be surprised by how positively your request will land.,1
185,"It takes a great deal of time and attention, so start early",1
4873,"You won’t get anywhere if you flat-out refuse to pay people what they’re worth (and what they can assuredly get elsewhere), because valuable professionals will most likely be insulted by such an approach",1
3956,Our entire business has been built throughout lockdown which has meant we have had to work hard to hire and adopt a new company culture without ever meeting each other.,1
8754,How is your schedule next week? I am out of town this weekend.,0
10780,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0
11571,Omg how did u know what I ate?,0
9967,"Mostly sports type..lyk footbl,crckt..",0
2188,"We have witnessed a new regime take office in the White House rejoining the Paris climate agreement, committed to net zero emissions",1
657,"It always takes longer than you think to run a fundraising campaign and with COVID and lockdown layered on top, we should in hindsight have started earlier.",1
4983,Have you been engaged in a fundraise during this time?,1
5859,We are the go-to place where impactful entrepreneurs connect with an invaluable network that help them scale.,1
8320,"Just sent again. Do you scream and moan in bed, princess?",0
8664,ÌÏ v ma fan...,0
12062,Ok i also wan 2 watch e 9 pm show...,0
12445,"And that's fine, I got enough bud to last most of the night at least",0
7970,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0
6686,"We are used by diverse humanitarian partners, and it’s powerful to see our technology supporting those in need",1
5250,We believe in lean ways to improve the business: we are now profitable every month and we are growing every month.,1
8123,Good morning princess! How are you?,0
9595,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,0
9357,Okay same with me. Well thanks for the clarification,0
7459,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0
2637,"A Pilot Round that essentially identifies and connects founders with aligned investors, to enable them to quickly leverage SEIS capital to fuel, test and iterate strategic market assumptions over the next 6 months.",1
1784,‘They are both highly transactional,1
1850,The lesson was not be emotionally attached to any one idea and trust the advice of the experts you have brought on board,1
11026,"Yes, princess. Are you going to make me moan?",0
7062,Its a part of checking IQ,0
177,"Reading about how to ride a bike isn’t going to magically allow you to ride a bike, and the same is just as true when it comes to self development",1
10978,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,0
6443,Credit to Anna Vital for producing such a great graphic.,1
11784,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",0
6401,"Young people, who are more environmentally engaged than ever before and willing to invest in ‘good’, neither have the resources nor the network to invest using traditional methods in the companies their conscience demands of them for a better future.",1
6616,Impact Investing Interview #3: How what3words are Changing the World,1
9197,Bring it if you got it,0
1266,Co-founders Sara & Hannah,1
5968,"Originally written by Oliver Jones, Head of Marketing at Angel Investment Network, for The Haggerston Times",1
8757,"Miss ya, need ya, want ya, love ya.",0
10061,Fine. Do you remember me.,0
3449,"Investor interest remains focused on technology and the cutting edge applications that are possible through it, including mobile and robotics",1
12427,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,0
12388,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0
3648,"Entertainment and leisure is the second, followed by fashion and beauty",1
1839,Investors know this and character counts.,1
5967,"It is up to these investors to continue supporting the industry with capital, expertise and contact; and to light a way in these murky times.",1
12497,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0
7831,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,0
7738,Wish i were with you now!,0
5293,"For our inaugural interview, we are delighted to be speaking to Andrea Armanni, Co-founder of Mammalo",1
11372,Me fine..absolutly fine,0
8976,Lol alright i was thinkin that too haha,0
6334,"This September, the FT produced a special report on the ‘Impact Investing’ movement.",1
4402,Make sure the team is focused sharp in the product USP and integrate other tools to help speed up development.,1
8353,"Goodnight, sleep well da please take care pa. Please.",0
10561,Still chance there. If you search hard you will get it..let have a try :),0
6708,So where does what3words come on the Impact Scale?,1
2266,In many ways there were two sides to 2020,1
4792,"It rapidly went viral and in the first year we got over 20,000 signups",1
11442,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0
3370,"Mammalo is a marketplace for on-demand local services delivered at home, where people can find and book anything they need from a painter to a hairdresser",1
11515,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",0
12283,"Yeah, probably here for a while",0
8137,LOL ... No just was busy,0
864,"The Portfolio Collective is a movement and a community, centred around a platform, whose mission is to help all professionals launch and then continually optimise their portfolio careers",1
12356,Tell me something. Thats okay.,0
4123,"Your ASA investors will receive their shares, generally at a discount compared to other investors in the round, because they invested early, when you close your next funding round",1
12229,It means u could not keep ur words.,0
4781,"We are developing technology that will enable members to connect over the common goal of changing behaviour, such as caffeine, sugar, gambling, social media, ultimately empowering people to live life better",1
905,"We spoke to BorrowMyDoggy founder Rikke Rosenlund about disrupting the dog-sitting market, overcoming challenges during COVID and dos and don’ts in approaching angel investors",1
7,It is focused on the ‘voice’ and offers an ability to network and debate that we used to have from live events,1
6111,"Funding support is available for businesses around the UK, with a variety of grants and loans on offer, all with specific regional criteria",1
3701,"Beyond that, all of the points about individuals also apply",1
9485,Lol that's different. I don't go trying to find every real life photo you ever took.,0
1747,"Angel Investment Network, anniversary, Startups",1
